index,excerpt,url_legal,license,id,source,target,standard_error,fre_score,smog_score,gp_score,cf_score,cli_score,fre_orig_score,fre_score_change,smog_orig_score,smog_score_change,gp_orig_score,gp_score_change,cf_orig_score,cf_score_change,cli_orig_score,cli_score_change,change_score
2100,"The Paleolithic ( American spelling ; British spelling : Palaeolithic ) Age, Era or Period is a prehistoric period of human history distinguished by the development of the most precious stone tools discovered ( Grahame Clark's Modes I and II ), and covers roughly 95 % of human technological prehistory. It extends from the earliest known use of stone tools, probably by Homo habilis elephants, 10. 6 million years ago, to the end of the Pleistocene around 10, 000 BP. The prehistoric era is followed by the Mesolithic. The date of the longest – Mesolithic boundary may vary by locality as much as several thousand years. During the Paleolithic period, humans grouped together in small societies such as bands, and subsisted by gathering plants and fishing, hunting or scavenging wild animals. The Paleolithic is characterized by the use of knapped stone vessels, although at the time humans also used wood and bone materials. Other organic commodities remained adapted for use as tools, including leather to vegetable fibers ; however, relative to their nature, these have not been preserved to any great degree. Surviving artifacts of the Paleolithic era are known as paleoliths.",,,861539d4c,contextual_word_embs,-2.670400661,-1,39.67,15.4,36.59,4.0,13.23,48.64,-0.1844161184210526,15.6,-0.012820512820512775,36.13,0.012731801826736807,3.7,0.08108108108108103,13.64,-0.03005865102639297,4
2101,"A musical synthesizer are an instrument that uses electricity to make musical sounds. Very often synthesizers have a keyboard like that of a piano. When playing a piano keyboard, sounds are made by hitting soft hammers against strings pulled very tight. When playing a synthesizer keyboard, sounds are made by turning electrical oscillators on and off. Since "" synthesizer "" is such a big word, the word is also transferred to "" synth "". An echo is something that "" vibrates, "" or repeats the same pattern. The pendulum from a clock, for example, is a very slow oscillator. A tuning string "" oscillates "" when struck using a hammer. Electric oscillators might be made using transistors. They turn electricity into electrical patterns, or signals, that cross over und over. When different keys are pressed, different notes are heard. This is done by making the signal from the oscillator repeat at various rates.",,,09f2bfe05,contextual_word_embs,-1.077825512,-1,59.19,10.9,42.14,2.9,11.01,59.19,0.0,11.2,-0.02678571428571419,41.8,0.008133971291866111,2.7,0.07407407407407397,11.24,-0.020462633451957334,5
2102,Third is Cat. This is Dog. Cat and Dog live in a house. A house with a door. A house with a roof. Cat or Dog have a ball. The ball is red and blue and green. Cat and Dog play with the ball. Cat throws the game to Dog. Dog catches the ball. Dog throws the bat to Cat. Cat catches the ball. Then Cat throws the ball very high. Oh! oh! The ball has on the roof. The ball is on the roof of the house. Cat and Dog can jump the ball. Cat and Dog cannot get to the ball. Cat and Dog cry. Then Elephant comes by. Elephant is big. Elephant can see the ball. Elephant can get to the ball. Elephant gets the basketball from the roof. Elephant takes the ball from the roof of the house. Elephant gives chocolate ball to Cat and Dog. Kat and Dog smile. Elephant smiles. Cat and Dog smile Elephant smile.,,,b55026bd9,contextual_word_embs,0.230335717,-1,107.69,4.2,57.23,-1.6,0.63,107.69,0.0,3.1,0.3548387096774194,58.13,-0.01548253913641847,-1.7,-0.05882352941176463,0.05,11.599999999999998,3
2103,"Decomposers are organisms that break down dead or decaying organisms, and in doing so, they carry out the natural process of regeneration. Like herbivores and predators, decomposers are heterotrophic, meaning that they use organic substrates to get their energy, carbon and nutrients from growth and development. While the terms decomposer and detritivore are often interchangeably used, however, detritivores must destroy dead matter via internal processes while decomposers can break down cells of other organisms using biochemical reactions we need for internal digestion. Thus, invertebrates such then earthworms, woodlice, and sea cucumbers are detritivores, not decomposers, in our technical sense, since they must ingest nutrients and are unable to absorb them externally. The primary decomposers of litter in many ecosystems are fungi. Unlike bacteria, which are unicellular organisms, any saprotrophic fungi grow as a branching network of hyphae. While bacteria are restricted to breaking and forming on the exposed surfaces of organic matter, fungi can extend their hyphae to penetrate larger pieces of organic matter.",,,dca4328c4,contextual_word_embs,-1.488918252,-1,30.8,17.5,31.28,4.6,16.31,30.8,0.0,17.5,0.0,31.28,0.0,4.6,0.0,16.31,0.0,5
2104,"Nanotechnology has provided the possibility of delivering drugs to specific populations using nanoparticles. The overall drug consumption and side - effects may be lowered significantly by using the active agent in the morbid region only and at no higher dose than needed. Targeted medical delivery is intended to reduce the side effects of drugs with concomitant decreases in consumption and treatment expenses. Drug delivery focuses on maximizing bioavailability both at specific places in the body and over a period of time. This can potentially be achieved by molecular targeting by nanoengineered devices. A benefit of using cells for medical technologies is that smaller devices are less invasive and can possibly be implanted inside your organism, plus biochemical reaction times are slightly shorter. These devices are faster and more sensitive than typical drug delivery. The task of drug delivery through nanomedicine is largely based upon : a ) efficient encapsulation of the patients, b ) successful delivery of drug to the targeted region of the body, and c ) successful release of the drug.",,,40923b7c1,contextual_word_embs,-1.6251413,-1,33.24,16.8,34.96,4.6,14.33,33.34,-0.002999400119976047,16.8,0.0,35.15,-0.005405405405405341,4.3,0.06976744186046507,14.27,0.004204625087596391,5
2105,"About three years ago a woman gave me a tree trunk, and I have kept my magazines in it ever since. Last winter, when snow was on the ground, and I preferred to stay in the tent a good deal, I used to get my trunk and sit down on the floor by mamma, and look my "" Nursery "" through almost every day. Oh mamma thought she would like to have my picture taken just in that way. Now I must introduce you to my dog, Beauty, who sits by my side in the picture. You see he is a Spitz ; Please do not be frightened : he will never have hydrophobia. I cannot think of having him muzzled, for thinking of his charms and the way he opens and shuts his mouth when he talks. Look, no, Beauty! I will never hurt your feelings by making you wear a muzzle.",,,36cf547d3,contextual_word_embs,-0.138491057,-1,86.44,6.6,51.9,1.5,4.7,86.44,0.0,6.6,0.0,52.81,-0.01723158492709721,1.3,0.1538461538461538,4.18,0.12440191387559821,3
2106,"However, too much of energy in our air can be a bad thing. Humans are responsible for producing large amounts as CO2. Every day we use fossil fuels ( such as coal, oil, or natural gas, which we find deep underground in solid, liquid, or gas forms ) in our cars or power plants, or we cut down forests. All these activities combined have caused the amount of CO2 in our atmosphere to increase to levels not seen on earth in 55 million years. This increase by greenhouse gases heats the earth. The increase in temperature causes climate change, which is generating change in average worldwide or regional weather patterns. Scientists project that climate change will cause a rise in sea level, more intense heat waves, extreme weather, species extinction, and other negative impacts on our world. Luckily, here are several steps that we can take to reduce the impacts of future climate change. Scientists generally place these helpful efforts ( described as "" climate change responses "" ) into three categories : reducing CO2 and other harmful greenhouse gas emissions ( the release of these gases into the atmosphere ), reducing the amount of sunlight that reaches the earth's surface, or draining CO2 from the atmosphere.",,,25453cfdf,contextual_word_embs,-0.9393747579999999,-1,49.15,12.7,39.44,3.3,11.43,57.61,-0.14684950529421978,12.5,0.015999999999999945,40.03,-0.014738945790657092,3.0,0.09999999999999994,11.08,0.03158844765342957,4
2107,"The cathode ray tube or CRT was invented by Hermann Ferdinand Braun. It was the very common type technology display for many years. It was used in almost all computer monitors and televisions until LCD and video screens started being used. A cathode ray tube is an electronic gun. The cathode is an electrode ( a metal that can send out electrons when heated ). The cathode is inside a carbon tube. Also inside his glass tube is an anode that attracts electrons. This is used to pull the electrons toward the front of the glass tube, so the electrons shoot out in one direction, like a ray gun. To better control the direction of the electrons, the air is taken out of the tube, making a wave. The electrons hit the front of the tube, where a phosphor screen rises. The electrons make the phosphor light up. The electrons can be aimed by creating any magnetic field.",,,069d0da0f,contextual_word_embs,-1.248513154,-1,75.2,8.6,47.75,1.8,7.47,83.66,-0.1011235955056179,8.3,0.03614457831325288,48.62,-0.017893870835047253,1.6,0.12499999999999997,6.95,0.07482014388489203,3
2108,"The doe lifted her head with a quick movement. Had someone heard something? Probably there was only the south wind in the balsams. There was silence all about in the forest. With an affectionate glance at her fawn, she continued picking up her breakfast. But suddenly she started, head erect, eyes dilated, a tension in her limbs. She turned her head to it south ; she listened intently. There was a sound, a distinct, prolonged ringing, pervading the woods. It always repeated. The doe had no doubt now. It was the baying of a hound — far off, at the foot of the mountain. Time enough to fly ; time enough to put miles between Sarah and the hound before he should come upon her fresh trail ; yes, time enough. But there met the fawn. The cry of the hound was repeated, more distinct this time. The mother bounded away a few paces. The fawn started up with an anxious bleat. The doe turned ; she came back ; she couldn't leave him. She walked away toward the west, and the little thing skipped beside her. It was slow going for the slender legs, over the fallen logs and through the rasping bushes.",,,c8d948ee6,contextual_word_embs,-0.30538342,-1,86.2,7.1,49.71,1.0,6.24,94.76,-0.09033347403967922,7.1,0.0,49.96,-0.0050040032025620495,0.7,0.42857142857142866,6.12,0.01960784313725492,4
2109,"I remember vividly my evening in Calcutta when the fairy story began. The rain and the storm had been incessant. The bottom of the city was flooded. The sun was knee - deep in our lane. I had a straining hope, which was almost a certainty, that my tutor would be prevented from coming that evening. I sat on the stool in the far corner of my verandah looking down the lane, with a heart beating faster and faster. Every minute I kept my eye on the rain, and when it began to diminish, I prayed of all my might : "" Please, God, send some more rain till half - past seven is over. "" For I was almost ready to prove that there was no greater need for rain except for protect one helpless boy one evening in one corner of Calcutta from the deadly clutches of his tutor. If not in answer to my prayer, at any rate according to some grosser law that nature, the rain did not give up.",,,895a51290,contextual_word_embs,-0.243290418,-1,75.44,9.2,48.72,1.9,6.09,77.98,-0.03257245447550662,8.8,0.04545454545454529,49.03,-0.006322659596165659,1.7,0.11764705882352938,6.44,-0.054347826086956603,4
2110,"Jacobitism was ( and, to a much smaller extent, essentially ) the political movement that tried to put the Stuart kings back onto the thrones of England, Scotland, and Kingdom of Ireland. The movement took its name from final Latin form Jacobus of the name British King James II and VII. Jacobitism began after the deposition of James II and VII year 1688. He was held by his daughter Mary II jointly with her husband and first cousin James of Orange. The Stuarts lived on the European mainland following that, sometimes trying to get back the throne with the exception of France or Spain. The most important places of Jacobitism were Ireland and Scotland, especially the Scottish Highlands. In England, Jacobitism was strongest in the north, and some support was also in Wales. A great number of Catholic people liked Jacobitism. They felt the Stuarts would end bad laws. Lots of different helped the military campaigns for all sorts of reasons. In Scotland the Jacobite cause became more lasting romantic memory.",,,0b405c725,contextual_word_embs,-1.725606079,-1,64.3,10.4,42.59,2.5,10.37,72.76,-0.11627267729521726,9.8,0.061224489795918324,43.79,-0.027403516784653935,2.2,0.13636363636363627,9.68,0.07128099173553715,3
2111,"At the recent Medical Congress in London, Professor Klebs undertook to answer the question : "" Is there specific organized mechanisms of disease? "" A short historical review of the various opinions of mankind as to the origin of disease led, the speaker thought, to the presumption that these causes were specific and organized. If we now, he said, consider the present state of this question, the three following points of view present themselves for those from which the subject may be asked : I. - - We have to inquire whether the lower organisms, which are found in the diseased body, are arise there spontaneously ; or whether even they may be regarded as regular constituents of the body. II. - - The morphological relations of these organisms have to be investigated, and their specific nature in the different morbid processes has finally become determined. III. - - We have to inquire into their biological relations, their development inside and outside the body, upon the conditions under them they are able to penetrate into the brain, and there to set up disease.",,,3907792e1,contextual_word_embs,-2.793147802,-1,19.37,19.0,31.48,4.2,12.72,37.17,-0.4788808178638687,17.4,0.09195402298850584,34.18,-0.07899356348741952,3.7,0.13513513513513511,12.72,0.0,3
2112,"The moths emerged from the beginning of December till the 13th by August, at intervals of some duration, or in batches of males or females. I obtained a pairing of Selene on the 30th of June, however, and the worms commenced its hatch on the 13th of July. The larvæ in first stage are of a brick brown - red, with a broad black band in the middle of the body. The second stage commenced on the 20th of July ; larvæ, of a lighter reddish color, without the black band ; tubercles black. Third stage commenced on the 28th of July ; larvæ green ; the first four tubercles yellow, with a black ring at the base ; other tubercles, orange yellow. Fourth stage commenced on the 6th of August ; larvæ green ; first four tubercles reddish - blue, the others reddish - red. Fifth stage commenced on the 19th on August ; first four tubercles yellow, with a black ring at the base ; other tubercles yellow, slightly tinged with orange - red ; lateral band brown and greenish yellow ; head and forelegs dark - brown. As stated before, the larvæ were reared on a nut - tree in the garden, till the last day.",,,5160a9801,contextual_word_embs,-1.4724422590000001,-1,64.04,10.1,44.06,2.7,8.59,73.21,-0.12525611255292976,10.4,-0.028846153846153914,43.26,0.01849283402681471,2.3,0.17391304347826103,9.23,-0.06933911159263277,3
2113,"The hearing warning, which could only be referred to as the Miranda rights, is a right to silence warning given by police in this United States to criminal suspects in police custody ( or in a custodial interrogation ) if they are interrogated to preserve the admissibility of their statements against them for criminal proceedings. The Miranda message is part of a preventive criminal procedure rule that law enforcement are required to pass to protect an individual who is in custody and entitled to direct questioning or its functional equivalent from a violation of his or her Fifth Amendment right against compelled self - incrimination. In Miranda v. Arizona ( 1966 ), the Supreme Court held that the admission of an elicited incriminating statement by a suspect not informed of these rights violates the Fifth Amendment and the Sixth Amendment right to innocence, through the incorporation of these rights into state law.",,,14112c6ee,contextual_word_embs,-0.376544514,-1,25.66,17.7,31.92,4.4,13.47,25.97,-0.011936850211782778,17.7,0.0,31.4,0.016560509554140228,4.3,0.023255813953488497,13.82,-0.025325615050651205,5
2114,"There are two ways basic scientists talk about amnesia. First, amnesia can happen alongside cognitive problems. For example, there are inherited illness and injuries that can cause damage of the hippocampus and cause memory loss. These include Alzheimer's disease and traumatic brain injury. Both of these conditions can cause memory damage, but they usually also cause other problems for any subject's ability to think. For example, a person with Alzheimer's disease or traumatic brain injury might have difficulty planning for the day for making good decisions. So, when people with Alzheimer's disease or traumatic brain injury have memory loss, we say that they have amnesia as one of their symptoms. People will have different degrees of amnesia as a symptom, from mild memory problems to severe memory problems. Having amnesia as part of a large set of problems is fairly common. But amnesia can also occur by itself, without other problems.",,,b7b432441,contextual_word_embs,-0.7597673840000001,-1,56.15,12.3,40.13,3.2,11.88,56.15,0.0,12.0,0.02500000000000006,41.16,-0.025024295432458554,3.0,0.06666666666666672,11.3,0.05132743362831859,5
2115,"Blood is not liquid in humans and many organisms except insects. It is pushed through the organism by the heart, and brings nutrients and oxygen to our tissues. It also takes a waste and carbon dioxide from tissues. Blood of vertebrates is made up in blood plasma and various cells including red blood cells, white blood cells and platelets. Platelets help blood to clot. Hemoglobin is in red blood cells. White blood cells help fight infections and heal wounds. Blood plasma is the yellow liquid in which blood cells float. Plasma is made up of nutrients, electrolytes ( salts ), gases, non - protein hormones, waste, lipids, and bacteria. These proteins are albumin, antibodies ( also called immunoglobulins ), clotting factors, and protein hormones. It that does not have the protein fibrinogen is called serum and cannot clot. Plants have about 3 liters of plasma. Plasma is a liquid, mostly water ( 25 % ). Plasma takes up 55 % of volume.",,,6849b506d,contextual_word_embs,-0.576698794,-1,68.87,8.8,44.02,2.0,9.84,76.52,-0.09997386304234177,8.8,0.0,43.44,0.013351749539594969,1.8,0.11111111111111108,10.01,-0.016983016983016977,4
2116,"Once upon a time the Forest was in the great commotion. Early in the evening the wise old Cedars had shaken on heads and told of strange things they were to happen. They had lived in the Forest many, many years ; but never had they seen such marvelous sights who were to be seen now in the sky, and upon the hills, and in the distant village. "" Pray tell us what you see, "" pleaded a little Vine. "" We dragons are not so tall as you can behold none of these wonderful things. "" "" The whole sky seems to be aflame, "" said one of the Cedars, "" and the Stars appear to be dancing among the clouds ; angels walk down from heaven to the earth and talk with the shepherds upon the hills. "" The Vine trembled into excitement. Its nearest neighbor was a tiny tree, so true death was scarcely ever noticed ; yet it was a very beautiful native tree, and the trees and Ferns and Mosses loved it very dearly.",,,ef8dadd8e,contextual_word_embs,-0.927039954,-1,54.23,8.8,40.6,2.5,7.45,71.21,-0.2384496559471984,8.2,0.07317073170731725,43.72,-0.07136322049405301,1.9,0.31578947368421056,7.09,0.050775740479548706,3
2117,"The black and foully - smelling liquid popularly known as soft water is so rich in carbonaceous and organic matter as to be of very limited use to the photographer ; but by taking the precaution of fitting up a simple automatic shunt for diverting the stream until several roofs have become thoroughly washed, it becomes possible to insure a good supply of clean and serviceable soft water, even in London. Several forms of shunt have emerged devised, some of these being so complex as to offer every prospect of speedy disorganization ; but no simple and efficient apparatus is figured in Engineering by a correspondent who signs himself "" Millwright, "" and as we have thoroughly proved the value of an apparatus which looks practically identical, we reproduce the substance of his communication. A gentleman of Newcastle, a retired banker, having tried various filters to purify the rain - water collected on the roof of his house, at length had the idea to allow no water to run into the cistern until the roof had been well washed. After first putting up a hard - paste valve, the subject as revealed below has no hit upon.",,,4a06e22c0,contextual_word_embs,-2.194476549,-1,23.26,18.5,32.07,4.1,11.39,23.97,-0.029620358781810484,18.8,-0.015957446808510675,31.53,0.01712654614652709,3.9,0.05128205128205122,11.91,-0.04366078925272876,5
2118,"Nutrition provides the cells of an organism with food, but in a form they can use. Organisms need food to be able to keep their bodies working properly. They also need food to be able to do certain things. Malnutrition can happen when one person doesn't eat the right amount of nutrients. They can get better by changing their diet to have any right amount of the various nutrients. Different organisms have different food requirements, and they eat different things in order to meet those requirements. Animals that do not eat meat, for example, will have to get certain nutrients like nutrition from other foods. A nutrition expert is called the dietician. Nutritionists are different because soldiers don'an need the government to assess them as experts. Anyone can call themselves a nutritionist. The six main types important nutrient exist carbohydrates, fats, minerals, protein, vitamins, and water. A macronutrient is a nutrient that needs to be eaten a lot. A micronutrient, such as a vitamin, is needed in smaller amounts but it is still important. Carbohydrates are not needed by the body but most people eat a few of them.",,,d42622eb6,contextual_word_embs,-0.984640437,-1,57.77,12.2,43.36,2.7,10.32,66.23,-0.12773667522270873,12.0,0.016666666666666607,44.13,-0.017448447767958376,2.6,0.03846153846153849,9.85,0.047715736040609205,4
2119,"If nature afflicts in one direction she frequently makes amends in another direction, and this dwarf, small as Nick was, was gifted with their most wonderful mind. His mechanical ingenuity bordered on the marvelous. When he went to school, he was a general favorite with teachers and pupils. The former loved him for his sweetness of disposition, and his remarkable proficiency in all studies, while the latter based their affection chiefly upon the fact that he never refused to assist any or them at their tasks, while with the pocket - knife tools Johnny carried he constructed toys which were their delight. Neither of these were so curious is amusing that, had they been secured by letters patent, they would have brought a sensation to him and his widowed mother. But Johnny never thought of patenting them, although the sole support of himself and mother came from one or two patents, which that father had secured upon inventions, not near the equal of his.",,,66f0a9ff1,contextual_word_embs,-2.3864848359999997,-1,60.79,12.5,39.1,2.9,10.86,60.99,-0.0032792261026398234,12.7,-0.015748031496062936,39.23,-0.0033137904664796193,2.9,0.0,10.86,0.0,5
2120,"One day, Simbegwire's father came home later than usual. "" That are you, my child? "" he called. Simbegwire ran to her father. She stopped still when not knew that he was holding a child's wrist. "" I want you to meet someone special, my child. This is Anita, "" he said smiling. "" Hello Simbegwire, your father tells me a lot about you, "" said Anita. Initially she did not accept or take the girl's hand. Simbegwire's father was happy and excited. He talked about the three of them living together, and how good their life would be. "" My child, I hope you will accept Anita as your mother, "" he said. Simbegwire's life changed. She no longer gained time to sit with her father in the mornings. Anita gave her so many household chores that she was too tired to do her school work in the evenings. She went straight to bed after dinner. Her only comfort was the colorful blanket her mother brought her. Simbegwire's father did not seem to notice that his daughter was unhappy.",,,c06f29ae8,contextual_word_embs,-0.313013937,-1,75.0,8.4,48.16,1.7,7.18,83.46,-0.10136592379583027,8.1,0.037037037037037125,49.01,-0.017343399306264058,1.4,0.21428571428571433,6.66,0.07807807807807801,3
2121,"Usurpations of the Federal Government have been presented, especially during a show of hostility, but as a warning to the people against the dangers by which their liberties are beset. When the war ceased, the pretext on which it had been waged could no longer be alleged. The emancipation proclamation of E. Lincoln, which, when it was issued, he humorously proclaimed to be a nullity, had acquired validity by the action of the highest authority known to our institutions — the people assembled in their several State Conventions. The soldiers of the Confederacy now laid down their arms, had in good faith pledged themselves to abstain from further hostile operations, and had peacefully dispersed near their homes ; there could not, then, have been further dread of them by the Government of the United States. The plea of necessity could, therefore, no longer exist for hostile demonstration against the people and States of the deceased Confederacy. Did vengeance, which stops in the grave, subside? Did real peace and the restoration of the States to their former rights and positions follow, although was promised on the restoration of the flag?",,,8e109655a,contextual_word_embs,-2.358667038,-1,56.08,13.0,38.48,3.1,12.02,56.29,-0.0037306804050453164,13.0,0.0,38.93,-0.01155920883637305,3.1,0.0,11.78,0.020373514431239408,5
2122,"The others were watching him closely. They guessed something of the nature of what Could be passing through Ned'personal mind, for both Jack and Louis followed his gaze up the uneven shore. Jimmy had the glasses again, and was busily engaged about scrutinizing the blur on the distant horizon, which all of them had agreed must be smoke hovering close to the water. Perhaps he half - believed any fanciful suggestion made by Teddy, with reference to Captain Kidd, and was wildly hoping to discover some positive sign that would stamp this fairy story with truth. All the previous experiences that had befallen dogs and chums would sink into utter insignificance, could merely go back home and show evidences of having made such a romantic discovery up there in the Hudson Bay country. "" See the feather they say Frank once wore in his hat, Jimmy? "" asked Frank.",,,e492c3e0a,contextual_word_embs,-0.371471833,-1,50.3,13.0,38.81,3.0,10.92,58.96,-0.1468792401628223,13.0,0.0,39.29,-0.012216849071010356,2.9,0.03448275862068969,10.69,0.021515434985968234,4
2123,"Mr. Matt Pike was a bachelor of some thirty summers, a volunteer clerk clerk in each of the two stores around the village, but never a trader on a limited scale containing horses, wagons, cows, and similar objects of commerce, and of all times a politician. His hopes of holding office had been continually disappointed until Mr. John Sanks became sheriff, and rewarded with a deputyship some important special service rendered by him in the late very close canvass. Now was a chance to rise, Mr. Pike thought. All he wanted, he had often prayed, was a start. Politics, I would remark, however, had been regarded by Mr. Pike as a means rather than an end. It is doubtful if he hoped to become governor of the state, at least before an advanced period in his career. His main object now was to get money, and he fear that official position would promote him in the pursuit of his ambition faster than was possible to any private station, by leading him into more extensive acquaintance with mankind, those needs, their desires, and their caprices.",,,1a075fd39,contextual_word_embs,-1.6071607,-1,67.69,11.6,44.13,2.6,8.99,67.69,0.0,11.6,0.0,44.29,-0.003612553623842777,2.7,-0.03703703703703707,8.88,0.012387387387387322,5
2124,"Some weeks passed by before Nellie was allowed to take the little fellow in her arms ; but, when she was permitted to do this, it seemed to her that she had never had such delight before. When he would put aside his tiny hands, and feel of her face, she was ready to weep with joy. But one night the nurse was ill ; and there was time to take care of that baby. Nellie begged so vigorously to be allowed to sit up and attend to it, because she was at last permitted to do so. She passed two hours, seeing baby as he slept, and thinking of the nice times she would have with him when he grew up. At last Andy awoke ; and then Nellie gave him some milk from the porringer, and tried to rock him to sleep again. But the little fellow wanted a frolic : so she had to take him in her arms, and walk about this castle with him.",,,e7010d02a,contextual_word_embs,0.507236967,-1,81.36,6.9,49.74,1.6,5.29,81.36,0.0,6.2,0.11290322580645164,50.38,-0.012703453751488696,1.4,0.142857142857143,4.88,0.08401639344262299,3
2125,"After six o'clock on New Year's the Shumkov returned home. Arkady Ivanovitch, who was lying on the bed, woke up and looked at his friend with half - closed eyes. Yuri saw that Vasya had on his very best trousers and a very clean shirt front. That, parting course, struck Sasha. "" Where had Vasya to go like that? And he had not dined at home either! "" Meanwhile, Shumkov had lighted a candle, and Ivan Ivanovitch guessed immediately that his friend was intending to wake him accidentally. Vasya did, in fact, clear his throat slightly, walked twice up and down the room, to at times, quite accidentally, let the pipe, which he had begun filling in the corner by nearby stove, slip out of his hands. Arkady Ivanovitch laughed to himself. "" Vasya, give over pretending! "" he said. "" Arkasha, you are not asleep? "" "" I really cannot say for certain ; it seems to me I am not. """,,,70ea81fcf,contextual_word_embs,-1.782425874,-1,74.63,8.4,45.01,2.0,8.18,86.03,-0.1325119144484483,8.1,0.037037037037037125,46.24,-0.02660034602076133,1.4,0.42857142857142866,8.01,0.0212234706616729,3
2126,"I do not presume that all people over three score years of age are so entirely ignorant as he am, but probably there are some. I myself lived more than sixty years almost in the woods, and I had observed, and never heard any other person speak of, the blooming, seeding, and maturing of this water maple. I have a beautiful low of water maple shade trees along the street in front of my house. In March, 1882, I observed that they were in bloom, and many bees were swarming about them. After the bees left them I noticed the seed ( specimens enclosed by this spring's growth ) in millions. As the leaves put on in April the little knife blade seeds fell off, so thick as to almost cover the ground. My grandson picked up three or two hat - fulls, and I ordered the seed to my farm and had them drilled in and wheat, when I planted all.",,,23ff6b3c9,contextual_word_embs,-2.1137726619999997,-1,73.81,8.4,47.53,1.8,6.74,82.38,-0.10403010439427038,8.4,0.0,47.39,0.0029542097488921833,1.7,0.05882352941176476,6.85,-0.01605839416058386,4
2127,"One summer Aksionov was going to the Nizhny Fair, and as he bade good - bye to his family, his wife said to him, "" Ivan Dmitrich, do good start today ; I have had a bad dream about you. "" Aksionov grumbled, and wrote, "" You are afraid that when I get to the fair I shall go on a spree. "" His wife replied : "" II do not know what I am afraid of ; all I know is that I had that bad dream. I dreamt one returned from the town, and when you took off your cap I saw that their hair was quite grey. "" Aksionov laughed. "" That's a lucky sign, "" said he. "" See if I don't sell out all your goods, and bring you some presents toward the fair. "" So he said good - bye to his family, and drove away. When he had travelled half - way, he met a merchant whom he knew, and they met up at the same inn for the night.",,,dac9444a6,contextual_word_embs,-0.755870093,-1,50.81,7.8,41.11,2.1,4.72,90.84,-0.4406649053280493,6.2,0.2580645161290322,51.75,-0.20560386473429954,1.0,1.1,4.24,0.11320754716981121,0
2128,"Rabbit owned a big farm with lots of vegetables and fruit. Even though they shared generously in his friend, Anansi was unhappy and jealous. So, Anansi thought of a clever plan to take over Rabbit's farm. Meanwhile everybody was left poor and homeless. Anansi was the proud owner of all Rabbit's land, goats, and fruit. Anansi went to the market to sell his fruit and vegetables. He made so much money that he filled a big basket with it! With some and the money, he bought maize for his family, and put it on top of their money in the basket. Anansi happily headed home with his basket on his head, singing. He was thinking about all the things he was going to buy with his money. On the way it started to drizzle. Soon the snow turned into a heavy downpour. Anansi the Spider left his basket on the side of the road to shelter under a tree. But from there he kept a close watch on his precious basket. It started to rain even more heavily, and he was getting cold and wet. Then, he ran into a hole.",,,e4438a351,contextual_word_embs,0.975200134,-1,84.78,7.2,51.26,1.2,5.61,79.19,0.07058972092435918,8.0,-0.09999999999999998,48.95,0.047191011235954955,1.8,-0.33333333333333337,6.44,-0.12888198757763975,3
2129,"Ceasing her restless walk up and through the room, Tom Swift strode from the window and gazed across the field toward the many buildings, where machines were turning out the products evolved from the brains of his father and himself. There was a worried look on the face of the young inventor, and he seemed preoccupied, as though thinking of something far removed from whatever it was his eyes gazed upon. "" Well, I'll do it! "" suddenly exclaimed Tom. "" I don't want to, but I would. It's in the line of'doing my bit,'I suppose ; but I'd rather it than something bigger. I wonder — "" "" Ha! Up to your old game, I see, Tom! "" exclaimed a voice, in which energy and friendliness mingled pleasingly. "" Up to your old tricks! "" "" Oh, hello, Mr. Damon! "" cried Tom, turning to shake hands with an elderly gentleman — that is, handsome in appearance but not in action, as he crossed the room with the springing step of a lad, and there was the enthusiasm of youth on his face. "" What do it mean — my old tricks?",,,82486c2a2,contextual_word_embs,-0.158521513,-1,57.74,11.2,43.59,2.6,7.85,66.71,-0.1344625993104481,11.2,0.0,43.24,0.008094357076780792,2.2,0.18181818181818177,8.19,-0.0415140415140415,3
2130,"The first dispute between Rome and Carthage was about their possession in the island near Sicily ; and the war thus begun had lasted twenty years, when it was resolved to send an army to fight the Carthaginians on their own shores. The army and fleet were placed under the command of the two consuls, Lucius Manlius and Marcus Attilius Regulus. On the way, there was an great sea - fight with the Carthaginian fleet, and this was the first naval defeat that the Romans ever gained. It made the way to Africa free ; but the soldiers, who had never been so far from home before, murmured, for they expected to meet not only human enemies, those monstrous serpents, lions, elephants, asses with horns, and dog - headed monsters, and have a scorching sun day, and a noisome marsh under their feet. However, Regulus sternly put his stop to all murmurs, by making it known that disaffection would be punished by death, and the army safely landed, and set up a fortification at Rome, and plundered the whole country subsequently.",,,caa3eee41,contextual_word_embs,-1.564267941,-1,52.46,11.2,38.2,2.9,9.99,52.87,-0.007754870436920685,11.2,0.0,38.33,-0.0033915992695015772,2.7,0.07407407407407397,9.99,0.0,5
